,User Name,Followers,Tweet,Polarity
254,TOI Delhi,52186,a covid 19 care centre constructed at commonwealth games village by the delhi government covid19 coronavirus,0.0
257,The New Indian Express,445257,a division bench of the telangana hc directed the micro blogging platform twitter to file a counter affidavit in th,0.0
258,WLUK-TV FOX 11,42836,have you recovered from covid19 you may be eligible to roll up your sleeves donate convalescent plasma and help,0.0
259,asoga,3329,today s bfp news rileygboard vt covid19,0.0
260,OTV,533537,covid19 hospital capacity in bhubaneswar to be increased by additional 1 500 beds anu garg bhubaneswar covid19 observer,0.0
267,The Hindu - Chennai,90251,the yoga classes are aimed at helping police personnel combat stress during their covid19 prevention duties,0.0
269,Jo Hall,7770,living through covid19 was enough then one of my sons bought a motorcycle,0.0
270,The Pioneer,22662,healthministry india has gradually ramped up its testing capacity for covid19 amp conducted over 4 20 lakh tests,0.0
271,News Ghana,30390,video covid19 doctorswithoutborders what covid 19 means for people of color,0.0
279,Gulf Today,41022,covid19 british airways owner iag plans 3 2 billion rights share issue,0.0
280,The GAA,398260,it s up to you check out the below resources take a look at the gaa s faq section wat,0.0
281,HTMumbai,35337,pawar defends thackeray says covid19 situation different from killari quake,0.0
282,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
284,Business Standard,1969498,rahul gandhi tagged a news report that claimed the indian railways was making profit by running shramik trains fo,0.0
286,Deccan Herald,57160,covid19 at least 179 ttd employees have tested positive till now including about 20 archakas priests several,-0.024242424242424242
290,BMC,67835,rspatnaik51 cpbbsrctc sanitation activity is carried out at the place please don t panic staysafe stayhome,0.0
291,OTV,533537,breaking emphasis on increasing testing testing target 1400 per day in bhubaneswar today 1 400 tests done a,0.0
294,Redbridge Council,17188,from today indoor gyms fitness dance studios amp indoor swimming pools can reopen our sport amp leisure facilities,0.0
295,TOI Cities,20370,uttarakhand 7 jail inmates test covid19 positive in dehradun,0.06363636363636363
296,McKinsey Global Institute,162313,women are more vulnerable to covid19 related economic effects because of existing gender inequalities three scena,0.05
297,UN Geneva,530104,low amp middle countries are spending us 7 00 9 50 per capita on social assistance while high income countries spend,0.04833333333333333
300,moneycontrol,886063,with over 3 57 lakh covid19 cases maharashtra has the highest number followed by tamilnadu 1 99 lakh and de,0.0
303,ETRealty,9844,etrealty suspension of construction activities since march may constrain housing demand rbi report,0.0
304,Making Music UK,18969,choir members amp facilitators fill in a 10min survey about choir participation pre amp post covid 19 uniofyork an,0.0
305,Indiana Homeland Security,23388,while you re waiting for the upcoming august 2020 hoosierresponder revisit the june 2020 story about the voluntee,0.0
308,Arab News,285819,global trade hit by new and accumulated import restrictions just as economies need to rebuild in the covid19 crisi,0.06818181818181818
309,Irish Tatler,35712,the proposal which applies to parents of children born after 1 november 2019 will be considered part of the bud,0.0
311,UNDP Egypt,18286,informal workers women youth refugees migrants amp ppl with disabilities have been hit hardest by the financ,0.0
312,Going Global,15781,our colleagues from the university industry links programme spoke with business leaders in thailand to find out ho,0.0
313,Cheshire & Merseyside Health & Care Partnership,1799,as dr barnett says during covid19 you should still seek advice if you spot the signs of diabetes toilet thirst,-0.03333333333333333
315,Liverpool Alumni,7168,icymi matt caffrey nurse endoscopist at arrowe park hospital is raising funds for covid19 research at liverpool,0.0
316,Economic Times,3657296,hdfcbank forecast a deeper contraction of 7 5 for growth in the current fiscal down from 4 8 it expected in ma,-0.0851851851851852
319,Rep. Pete Olson,13116,attn fortbendcounty the txmilitary will be conducting covid19 testing at the fort bend county fairgrounds in r,0.0
320,Mersey Fire,25490,blue watch based at toxteth with station manager ronnie duffy amp deputy chief fire officer nick searle are showing t,0.0
323,WHO African Region,207838,over 10 000 health workers have been tragically infected with covid19 since the beginning of the pandemic who s,0.0
325,New Straits Times,716342,nstsports a few days ago following the qatar stars league protocol i tested positive in the last covid19 test,0.0068181818181818135
328,LatestLY,62622,iit kharagpur researchers develop portable device that can test for covid 19 at cost of rs 400 show result in 1 ho,0.0
330,IANS Tweets,52155,senior politician shankersinhbapu who recently got treated for covid19 posted photos on his twitter account whi,0.0
332,Salford City Council,31621,not only restaurants can sign up to the eat out to help out scheme it s open to all places selling food for consum,0.0
333,Alison Galvani,3669,clear evidence that the pharmaceutical industry is planning on making big profits off covid19 vaccines and therape,0.05000000000000001
336,IANS Tweets,52155,the union ministry of health and family welfare mohfw in the report in the supremecourt gave suggestions for co,0.0
337,Outlook Magazine,222071,india has gradually ramped up its testing capacity for covid19 and conducted over 4 20 lakh tests in a day the hi,0.0
341,TUCC,171,whatever you are doing to stop the spread of covid19 keep it up preventing the further spread of coronavirus,0.0
342,IANS Tweets,52155,the centre in a report in the supremecourt has proposed that state governments may consider ayushmanbharat pmjay,0.0
346,APO Group English,10661,coronavirus central african republic un central emergency response fund cerf allocates 5 million to ngos to,0.0
349,Mike North,115575,vaccine for a illness with a 99 survival and recovery rate covid19 merrygoround,0.0
353,André Picard,110292,canadian lineman laurentdtardif opts out of nfl season to keep fighting covid19 on front lines via,0.0
354,OTV,533537,big breaking puri district headquarters hospital sealed hospital sealed after a critical patient admitted in t,0.0
357,Open Letters,17161,i delivered this from jagzier to governortomwolf rep ciresi and sen muth papol covid19 write your o,0.0
359,Bosky Khanna,1548,tnieupdatesoncovid19 the pib india mohfw india puts out a table of covid19 shows northward trend karnataka,0.0
363,Mathrubhumi,86006,kozhikode could witness 4 000 covid 19 patients in the coming weeks covid19,0.0
364,Open Letters,17161,sign immediately impose a legislative moratorium on evictions amp a rent freeze and i ll deliver a copy to your o,0.0
368,Gregg Gonsalves,60664,our local hearst newspapers refused to run our ad on covid19 in state prisons because we criticized nedlamont,0.0
370,Greater Than Corona,2019,the ministry of health and prevention has just announced today s covid 19 numbers with recoveries surpassing infec,0.0
377,Open Letters,17161,i delivered this from jagzier to senbobcasey sentoomey and repdean pa04 papol covid19 write your ow,0.0
383,The Jerusalem Post,473968,jewish life has been hit from different directions by the cataclysmic effect of covid19 but it also offers oppor,0.03333333333333333
386,HSE Ireland,140174,if you develop symptoms of covid19 at the weekend you can phone your gp out of hours service the gp will assess,0.0
387,UN Human Rights,2966403,thank you carlosvives for using your voice to encourage developers around the world to combat covid19 amp,0.0
391,Nick Dixon,12873,temperature checks gallons of hand sanitiser and plenty social distancing gyms in england are welcoming back cli,0.016666666666666666
392,Ginger Gorman 🌈,12713,read the names of these crayons covid19,0.0
400,APO Group English,10661,coronavirus central african republic un central emergency response fund cerf allocates 5 million to ngos to,0.0
401,TV9 Kannada,216624,did 10 year old boy die of coronavirus gadag dist administration gives no proper information video link,0.05
403,RFI English,23147,the who has reported the biggest single day rise in global covid19 infections since pandemic started,-0.03571428571428571
404,vijaykarnataka,114891,over 48000 covid cases registered in last 24 hours vijay karnataka covid19 coronavirus india,0.0
406,Holly Figueroa O'Reilly,249806,so sinclair is going to run that qanon conspiracy theory bs plandemic a documentary that claims among other,-0.0625
407,UN Women,1871010,she is the head physician she is the covid19 outreach lead she is the 1st amp only refugee doctor dr hosseini i,0.0
409,BiotechIndia,57143,dbtindia has notified a set of rapid response regulatory frameworks to accelerate research and development pertai,0.0
411,NEWS9,25592,bignews rajasthan bjp president satishpunia and leader of opposition gulabchandrakataria to meet governor kal,0.0
412,Martin Hamilton,3340,thread on covid19 antibody testing spoilers,0.0
414,Global Times,1888050,a selected group of 22 spectators who were all frontline workers in the fight against the covid19 epidemic are i,0.0
415,Jack Quann,2779,ireland now has its lowest number of hospitalised covid19 cases since the peak the head of the hselive says ther,0.0
416,Ginger Gorman 🌈,12713,patskarvelas after copping melbourne s canberra hatred since the city s inception hello the defunct argus that s,0.0
417,TOI Mumbai,202642,chief minister uddhav thackeray today inaugurated a covid19 care centre and a testing lab in dombivli via video c,0.0
418,Livemint,1902890,india conducts a record 4 20 898 covid19 tests in the last 24 hours,0.0
419,Global Times,1888050,football is back the chinese super league kicked off its 2020 season tonight after a 4 month delay due to covid19,0.05208333333333333
421,India TV,1380321,who reports record daily spike in covid 19 cases via indiatvnews who coronavirus covid19,0.0
422,André Picard,110292,coronavirus orphans when kids lose both parents to covid19 by johnwoodrowcox via washingtonpost,0.0
423,The Trussell Trust,58604,while we work towards a future where everyone can afford essentials tesco s support for foodbanks amp fareshareuk,0.0
424,China Xinhua News,12681122,president cyril ramaphosa s decision to close public schools again amid covid19 has sparked conflicting views in s,0.0
425,The Peninsula Qatar,47031,all new cases have been placed in isolation and are receiving necessary health care according to their health statu,0.06818181818181818
427,Chorley&RoyalPreston,9536,soap continues to be one of the strongest guards against covid19 wash your hands with soap and water for at leas,0.0
430,ABS-CBN News,7015048,youtuber mika salamanca arrested in hawaii for breaking covid19quarantine rules with tiktok vid covid19,0.0
431,moneycontrol,886063,the govt has warned against the use of n95 respirators with valves here s how n95masks work and why masks wit,0.0
433,ORF,73796,indian health system is repurposed to capture the spread contain the infections amp treat cases often at the cost o,0.0
435,vijaykarnataka,114891,covid 19 race to vaccine in india begins in belgaum vijay karnataka covid19 coronavirus vaccine belgaum,0.0
436,tv9gujarati,515319,rajasthan bjp delegation led by state bjp president satish punia and leader of opposition gulab chandra kataria wi,0.0
439,Nicola Blackwood,17077,1 2 me for thetimes rosalind franklin was born onthisday 100 years ago her x ray images helped lead to the disc,0.0
441,Qatar Living,408246,in today s coronavirus covid 19 statistics the ministry of public health moph announced that qatar recorded 39,0.0
443,WTVC NewsChannel 9,117273,covid19 7 25 global cases 15 754 490 global deaths 640 029 global recoveries 9 059 318 us 4 112 651 us de,0.0
444,CAPuk,15403,customers with pawnbroking agreements can request an extension to their payment freeze as a result of the,0.0
447,IANS Tweets,52155,ias officer anupam mishra who was suspended from service in march on charge of violating homequarantine directive,0.0
450,APO Group English,10661,coronavirus libya covid 19 update 24 july 2020 wholibya moetitshidi whoafro drtedros who africa libya,0.0
452,OTV,533546,indiafightscorona can shoes spread coronavirus the likelihood of covid19 being spread on shoes amp infected,0.0
453,Business Standard,1969506,rbi has signed necessary documents for extending a 400 million currency swap facility to sri lanka to boost the is,0.0
456,Arab News,285820,saudiarabia intensifies inspection of businesses to ensure their compliance with measures aimed at combating,0.0
458,APO Group English,10661,coronavirus africa covid 19 update 24 july 2020 who moetitshidi whoafro drtedros africa health,0.0
460,Firstpost,2072544,madhyapradesh bjp s media in charge lokendra parashar told the press that shivrajsinghchouhan was shifted to,0.0
462,Hindustan Times,7647674,covid19 patients may report heart lung probems after recovery expert,0.0
464,Heinemann Publishing,43452,six key beliefs to guide your thinking about returning to school in the fall from heinemann author sarah m zerwin,0.0
465,Fadzayi Mahere,285891,is this still about covid19,0.0
466,ANI,4515253,rajasthan bjp delegation led by state bjp president satish punia and leader of opposition gulab chandra kataria wi,0.0
468,The Peninsula Qatar,47031,qatar reports 398 covid 19 cases and 330 recoveries on july 25 qatar covid19,0.0
471,Salford City Council,31621,wearing a face covering protects the people around you from coronavirus you must now wear a face covering in shops,0.0
473,The New Indian Express,445259,thiruvananthapuram district collector navjot khosa also asked all private hospitals to set up facilities to treat,0.0
475,Care Quality Commission - gov.uk/coronavirus,168406,if your care has been affected by covid19 tell us about it by sharing your feedback with us you can help servi,0.0
477,PIB India,2063891,dbtindia evolves a set of rapid response regulatory frameworks as a paramount effort to stimulate and facilitate,0.0
479,UNDP Pakistan,81142,undpinpakistan along with unfpapakistan amp unicef pakistan held an adolescent amp youth perception survey regardin,0.0
481,Maryam Alkhawaja,113186,imp to note that these constant summons are happening during covid19 which in and of itself is a punishment as th,0.0
482,#IndiaFightsCorona,100221,indiafightscorona guidelines for care givers ensure that the patient follows prescribed treatment self m,0.0
485,Mirror Now,85273,former deputy cm of bihar yadavtejashwi speaks to tanvishukla on the state s twin challenge covid19 amp,0.0
486,CMO Odisha,668650,appreciation for the dedication and devotion to duty of aska police who have ensured lockdown enforcement and imple,0.0
487,Eileen O'Sullivan #EuropeCares,1072,no more laughing at my absurdly extreme love for dogs they might save all of us from covid19 should ve known,0.041666666666666664
488,New Straits Times,716346,nstnation a total of 64 495 workers from various sectors nationwide have lost their jobs since early this year,0.03333333333333333
489,TOI Vijaywada,1025,video staff nurses protest at tenali government hospital over lack of facilities and safety measures to deal with,0.0
494,Mumbai Mirror,374034,a total of rs 16 87 crores have been collected as fines by the maharashtra police from violators of covid19 guidel,0.0
498,Eyewitness News,1164655,fusion centre officials coming after anyone linked to theft of covid19 monies n ayanda,0.0
502,CNBC-TV18,789186,vocalforlocal shereenbhan decodes the mind of the post covid19 shopper with homegrown amp indie brands shubhra,0.0
503,APO Group English,10661,coronavirus nigeria covid 19 case update 24 july 2020 ncdcgov chikwe i africa nigeria health coronavirus,0.0
507,United Nations,12748145,whatever you are doing to stop the spread of covid19 keep it up preventing the further spread of coronavirus,0.0
510,Oneindia News,63315,the ipl 2020 will be held in uae from sept 19 to nov 9 meanwhile check out this hand book to covid19 protocols,0.0
511,Gauteng Health,64239,tmathinjwa hi tmathinjwa kannete re kopa fela batho ba nne gae your actions can save lives playyourpart in s,0.0
514,MIT Sloan Management Review,134284,analytics managers have pivoted during the covid19 pandemic but now they re starting to reboot their predictive,0.0
516,KKM Portal MyHealth,165331,covid 19 in malaysia numbers at a glance as of 25th july 2020 12 pm covid19 kitateguhkitamenang sihatmilikku,0.0
517,CCS NHST,2890,wear a face covering to keep our shops open facecoverings are now compulsory in shops and supermarkets in england,0.0
518,The New Indian Express,445259,puducherry s ongoing legislative assembly session will now be conducted in an open space after opposition n r congr,0.0
520,Calderdale Council,21678,wearing a face covering may reduce the spread of covid19 when used correctly a face covering should cover you,0.0
524,World Bank,3357869,public transport cycling and walking can help us respond to immediate covid19 challenges foster long term recov,-0.025
525,citizensinfo,9425,extended the measures to help you stay connected for calls and data during covid19 have been extended until 3,0.0
526,McKinsey Global Institute,162314,around the world women on average do about three times as much unpaid care work cooking cleaning taking care,0.02500000000000001
